Position (x),Intensity
-10.0,0.21922134361627094
-9.899497487437186,0.15297999594153458
-9.798994974874372,0.10818267729669206
-9.698492462311558,-0.07416811821213165
-9.597989949748744,0.05741279956480113
-9.49748743718593,-0.024542662782729957
-9.396984924623116,0.05277011740582526
-9.296482412060302,0.0070970886987190285
-9.195979899497488,0.1638186320563395
-9.095477386934673,0.16444077376626562
-8.99497487437186,0.22281655558846677
-8.894472361809045,0.2837220919488588
-8.793969849246231,0.3880237773002166
-8.693467336683417,0.5398882017785969
-8.592964824120603,0.6341800568920285
-8.492462311557789,0.7125552916263103
-8.391959798994975,0.9107916228121441
-8.291457286432161,0.8873014837842637
-8.190954773869347,0.9622909751240435
-8.090452261306533,1.0991946146267173
-7.989949748743719,1.058532579670704
-7.889447236180905,0.9397931440215828
-7.788944723618091,0.9025144491119095
-7.688442211055277,0.8669901328670906
-7.5879396984924625,0.6579593703598114
-7.4874371859296485,0.5910052827197418
-7.386934673366834,0.5140857032292765
-7.28643216080402,0.3536325578110815
-7.185929648241206,0.25038001565177337
-7.085427135678392,0.13037341883683357
-6.984924623115578,0.03933396008250169
-6.884422110552764,-0.0047178647847374005
-6.78391959798995,-0.09221499243947759
-6.683417085427136,-0.00682452430714791
-6.582914572864322,0.13431902252546712
-6.482412060301508,0.22271308358863082
-6.381909547738694,0.33690110691435066
-6.28140703517588,0.5291166616018592
-6.180904522613066,0.7690700751643037
-6.080402010050252,0.8288049880321214
-5.979899497487437,0.8126605262665593
-5.879396984924623,1.0048283799564608
-5.7788944723618085,0.9923610918555325
-5.6783919597989945,0.9897261238301143
-5.57788944723618,0.8930551432023944
-5.477386934673366,0.7925870250765767
-5.376884422110552,0.6720565501930383
-5.276381909547738,0.41190689159358984
-5.175879396984924,0.32724686560819116
-5.07537688442211,0.08444746917828369
-4.974874371859296,0.060433416890519086
-4.874371859296482,-0.019541289082332332
-4.773869346733668,-0.028091490030853074
-4.673366834170854,0.08212780919645632
-4.57286432160804,0.21225500145084572
-4.472361809045226,0.33846240635568225
-4.371859296482412,0.5986334041005484
-4.271356783919598,0.7748110358942039
-4.1708542713567835,1.00976019556915
-4.0703517587939695,1.020993967332148
-3.9698492462311554,0.9522168914984986
-3.8693467336683414,0.8417612928283225
